"",PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13,PC_14,PC_15,PC_16,PC_17,PC_18,PC_19,PC_20,PC_21,PC_22,PC_23,PC_24,PC_25,PC_26,PC_27,PC_28,PC_29,PC_30,PC_31,PC_32,PC_33,PC_34,PC_35,PC_36,PC_37,PC_38,PC_39,PC_40,PC_41,PC_42,PC_43,PC_44,PC_45,PC_46,PC_47,PC_48,PC_49,PC_50
Nupr1,0.0263153537642623,0.0113409035731583,0.0965200628947507,-0.0270352932813365,0.0423434754395738,-6.17588642208118e-05,0.00276149098058736,0.00811749380646981,-0.00514256494135828,0.00506157601807091,-0.00684716083692649,-0.031532510704812,-0.0319419637095358,-0.0348696694144638,0.00895369462970808,0.0561744582165986,-0.0351267725151464,0.00101711301038369,0.0385095366860101,0.0175278563500028,0.0328199562417436,0.0135609835776712,0.00801905302523653,0.0585809605477062,-0.0212116941907142,0.0261536382114781,-0.0450476079556123,-0.0526557736464922,0.0194832710163543,0.00565046929737088,-0.0296468326295865,-0.0363170989420735,0.0490342163607672,-0.0263266210924042,-0.0209185297860025,-0.00729644176594007,0.0245094590192319,-0.0472247191398781,-0.00452477647922049,-0.0271465036870117,0.00429512898305437,0.000264446446057993,-0.0215706623388374,0.048489546656651,-0.0054067045930909,0.000200145050691218,0.00408262034679052,-0.0309217897891369,-0.026883637982988,-0.0444677662173678
Prc1,0.0108740598361509,0.00141587847183004,-0.00205053647451037,-0.0181656106816549,0.0187107377690002,0.0393541133097568,0.0574152234661666,0.0089470517633414,0.0399119870350787,-0.00778932177001009,-0.017431208969334,0.0267807291047458,0.00124599591729965,0.00459107548844972,0.0158953413107659,-0.0465404315980529,-0.00900916728688263,-0.00317831714704745,0.0544921306720168,0.0642581326675999,0.0298901226193456,0.0534766133525426,0.00025988973416159,-0.0338535704449718,-0.0201663452242911,-0.00465562402466734,-0.0105480315558325,-0.0464731968022301,0.0114918915969523,0.0185511132315109,0.0170437378895021,-0.00872386268158794,-0.0443832037406487,0.025620662005915,-0.0182414615785541,0.0272311466601001,-0.0117718044571182,0.00659526452728142,-0.0105833004332626,0.0149984085077826,-0.0409715197749204,0.0148614082902906,-0.0125164926904209,0.0298780192151834,0.00213800727322848,0.0488618786047572,0.0470524184011326,0.0553910286940081,0.0599576157217818,0.0085464584560284
Crabp2,0.0192573302986607,0.0171660382225743,-0.00488693862301432,0.00196293126127606,0.0016204378434786,-0.00456090351055414,-0.000970693046609016,-0.0112913690695419,-0.00289744007525732,0.0229686212769334,-0.0179367148544282,0.0239927754328612,0.00661849732979761,-0.0218588479811582,-0.0173485691098474,-0.0223908650308244,-0.0163026298277823,-0.0567112523398212,-0.0139984289376621,0.00846531036808685,-0.0851200538935951,0.00336796783382016,0.0365063710055258,-0.00134621394354427,0.00754920315752693,-0.0142963384628557,0.00816420673992066,0.0267267541670995,-0.0435617573437222,0.00422159886604025,-0.0102846290376474,0.00969350102353491,-0.06394600245717,0.0187450279019499,-0.0039433208033086,-0.00842987956395416,0.0134625548632683,-0.0347978095386977,0.0134473095404431,0.0054250530155358,-0.0111503659523359,0.0992084234152211,0.0394419117371506,0.0389497827998692,0.0412804938466858,-0.0359021468674965,0.00148243213161739,-0.00613706202722289,0.0101404830226088,-0.0899305193639184
Gdf15,0.0163582774320024,0.00811205424094729,0.0466166865063078,-0.00833601625608133,0.032263248551418,0.0164354881740869,-0.0281232651442188,0.00830588734326288,0.00931731597094129,0.00674153636906378,0.000149441174386092,-0.000823708503894117,-0.00861882759108113,-0.0679917073860477,0.0272271647707471,0.0390488749836617,-0.0743015347505836,-0.0418129634958874,0.0467790234654983,0.0229039605089396,0.0293507662192549,0.0332031498292803,-0.00960351741703554,0.104032421285554,-0.0334416592976887,0.0517527371636247,-0.0562416576497336,-0.0229436337285645,0.0450497389553729,-0.00433924035923654,-0.0431552045334534,-0.0252077927446986,0.0500492529639712,-0.0516753782774338,0.00962815661653094,-0.0184613248553695,0.000224010992557962,-0.0711943725633353,0.0397600946458973,-0.0457496196971578,0.0225997590069871,-0.0634525140722169,-0.017096276896872,0.0211047889563239,0.0259907864071463,0.031552475839607,-0.0135353955380803,0.00541272242057936,-0.0168391733038492,-0.0111513638605508
Tspan4,0.0220579041825254,-0.0186389509862109,0.0443919312494376,0.0204112779124361,0.0328557171731785,-0.0279039013286943,0.00767669882563582,0.000833122569754694,-0.00524023624611627,0.0137693925366509,-0.00180459421076506,0.00914904610170661,-0.0307064770891158,0.0132523776342142,0.0224283991818041,0.00912095046309435,0.000969398363800291,0.0280938602204616,0.0141573551742793,-0.00842770141371281,-0.0600499966403654,0.0387712048508976,-0.024891770097844,-0.00477192010957113,-0.0173273013807604,0.0757991989793548,0.0162981135857227,0.0159210840512262,-0.0336447263066062,0.0289867429688558,0.0345130814845282,0.0454361625064949,0.00902714609181064,0.0449350508922849,0.0555143778757091,0.0220250282670137,-0.0327212640275298,0.0143080390077127,0.0395650547543742,0.0207205407436255,-0.0502911176455037,-0.032394360848663,-0.0405372717438173,-0.0303871679171841,0.0110221603746067,-0.00128811364367967,-0.00912009493867574,0.0433665382064744,0.0365548988972332,0.0131761718421967
Cnmd,0.00864245933218081,-0.0183162410843482,0.0652527016518494,-0.0784247434687815,-0.0192969099518352,-0.0709112802449537,0.0443204692111123,-0.0433694561712241,0.0136963776283677,0.0102884590148298,-0.00417566926251316,-0.0714988065249582,0.0011422512216592,0.0156081977809637,0.00497873804249142,-0.0040858035261823,0.0477470826762208,0.0336105028384273,-0.0506273050511367,-0.0137454148618662,-0.0226118327384391,0.00529254828610833,0.021970875322955,-0.052315858277992,-0.00469089172676403,0.00677644659870453,-0.0350673540718097,0.000990241633343985,0.0491287354325652,-0.00681067048342476,0.00424746271902094,0.0152240862461478,-0.0359585538385598,-0.00218494518176833,-0.0208578220314512,0.0404358196537677,-0.0090472124619133,-0.0463132417117207,-0.0220062536488117,-0.00594919373282616,-0.0134242208147878,0.00330473488455045,-0.020513897809483,0.0112447404856563,0.0302034756083722,-0.019693110852416,0.0363986458280729,-0.00396592931790192,-0.000334279212390399,-0.0354678619042624
Apoe,0.0545762514569738,0.00858754323659207,0.0130556155172354,-0.0201003508207101,-0.0105161908980256,0.0468015013806051,0.0443043787161668,0.0156127949428708,-0.0895826129990719,-0.0280621210085805,-0.0717291280415438,-0.00588178425756904,0.0210132339876261,0.0469763199656495,-0.00917083214215759,-0.0321929995657491,-0.016467916332754,-0.0256786165318814,-0.065199820883964,-0.00434135572357924,0.0327296621165232,-0.00979968741797666,-0.0265670254105349,0.0667934687689702,-0.0153743628182017,0.0321340358868498,-0.0327881122374341,-0.0103432133248804,-0.0195310400453618,0.0101596723381112,0.0193698321495374,0.00867423398881186,-0.00736182362913233,-0.0114337500393322,-0.0142021739835948,0.051261221383194,0.00627255473116139,-0.0434380082701119,0.039395947727767,0.00859171712018308,-0.0074960442141239,0.0262818707650107,0.00103314607075123,-0.0232093618563285,-0.00459497028277777,-0.0176116419042748,-0.0476598365630802,0.0201132915229499,-0.0027029764337438,0.027679497314094
Rarres2,0.0562919960083512,0.0489860942637888,-0.0252443900970125,0.0149920971985016,-0.0133061817285321,0.00670194961954521,0.0260461413781206,0.00933488512684334,-0.026533837382143,0.00496211835851585,-0.0169251382700025,-0.0114528865424009,-0.0130504070220777,0.00518656207343803,-0.0275956757373683,0.0575357995664421,0.022098236643154,-0.00179799830977402,-0.0334788761807158,0.0577777703611388,0.0700805244315702,-0.0199130568844787,0.0179369911822717,0.00989115045953764,0.00432295260942137,0.00248125052482494,-0.000790142014110941,-0.0110243957939866,0.0134440241318413,0.0093350453634467,0.0244903148384908,0.000481101062540709,0.0553127976339268,0.00954553840280174,-0.0214248121374632,-0.00054208273294269,0.00707626923834268,0.0252794361776136,-0.0536809677184792,0.0114736866810394,-0.00856009135599845,0.0517983501171233,-0.0136121438725375,0.0205603902626293,-0.000860239211789799,0.0127095611848305,-0.0225647182704048,0.00639130629759509,-0.0112336450399966,-0.00196916496426451
Ifit1,0.0349133934774266,-0.00593922612753903,-0.0535705886410081,0.0261546561447946,-0.0253630455729765,0.00108040359135897,0.0402076129516547,-0.0475748311833324,0.0427289398747402,-0.0490634483749161,0.0316570756990683,-0.110727591832622,0.0675614362666012,-0.0276541499430543,-0.0198289873310434,0.0373476282572684,-0.00241704475229074,0.00609974935597627,0.0422149711449777,0.0344959505707587,-0.0284864640802221,-0.0142255941851718,0.0437383054656039,0.0337515573707004,0.0543041768760291,-0.0148987186711096,0.0333297159124083,-0.00137242432878646,-0.079294803395991,-0.000898274420021941,-0.0204852180917697,-0.0222751517799382,-0.0445217841624512,0.00580765974664302,0.00829032516523673,-0.0211259156618695,-0.0299365778290506,-0.0134654981870186,0.0112896162444434,-0.0172189725089356,0.0060052193317292,-0.0550480338684769,-0.0332070639857492,-0.0157332818418874,-0.000592077867021894,-0.0233977463389077,-0.0384873054623375,0.00621689930753605,-0.00211855763206409,-0.013899514204831
Sparc,0.078736637199986,0.0246139685748426,0.0194722415753096,-0.0101596486247411,-0.00804410494399662,-0.0388709850096431,0.0278748570371903,-0.0289425950675086,0.00884790082272534,0.0137820596919394,0.0137345830067111,0.00226036477028443,0.00399289007964438,0.0279185619434358,0.00447382675901218,-0.0292881070629901,0.00812751114371399,0.0167849374554221,-0.00819461394110774,-0.00423513612994914,-0.00118200595255876,0.00359304188311573,-0.0323100876255164,0.00651801199836341,0.00508092045638374,-5.06404344298208e-05,-0.0106738934181132,-0.00508601813327615,0.00957186026928871,-0.00376063797448347,-0.00614602484920086,-0.00145419834523792,-0.00797909136391416,-0.00684788530511646,-0.00731004540235597,-0.00385697060791077,0.020985332534676,-0.0111772348658208,0.00537003829863229,0.0124646389235226,0.00476555789344601,0.00836672437765768,-0.018958664904214,-0.0115719236498038,-0.00400669799287242,-0.00808971792277633,-0.00106533344949099,0.0114752861012024,0.000172280556684869,-0.00331644357612381
Emp3,0.0550929802250554,0.0431289156190406,0.0486459661556098,-0.00562322356810864,0.0315408321408145,-0.00161818494105261,-0.0213337590700043,0.0228486063630393,0.00206647096601367,-0.00299327458735139,0.0231249902468797,0.0362267430755734,0.0324541182137445,-0.0126897882898456,-0.0352932912826384,0.0219590154789167,0.00593218700258534,-0.00236245448139749,0.00865383081025238,0.036419510921202,-0.0196523659335065,0.0289406702869547,-0.0153551891971226,0.0179391100705662,0.0159570409072998,-0.0178378244477531,-0.000338901682131036,0.0348712797797401,-0.00927264646776393,0.005855298407839,0.00594927194828436,0.0230652275325669,0.00660861165009021,0.0255847067885946,-0.00217145804700264,0.0223433434719874,0.0120773025038816,-0.00191495589189533,-0.0397845569289204,0.0185079137252276,-0.0244097927274876,-0.00152877186659074,0.0334876666462665,-0.0119764541584864,0.00657369334903715,-0.000963505191204397,-0.0273821637715182,-0.00763032715121386,0.0133333396948172,-0.00744082267243407
Shisa3,-0.000399784966023207,-0.000127623393997782,0.0316041444732955,-0.0218827003467115,0.00147735141786365,-0.0524898971584528,0.0138846315298198,0.00694342781800285,0.00746782849425386,-0.00554633695611777,0.00262840158114416,0.0208150230696544,0.0168205366454232,0.024356303099153,-0.00818064427907062,0.0198558013060111,0.0143922259711388,-0.018698227914273,0.00635929474367734,0.00474799134625743,-0.0333467327061049,0.00501228125393832,0.00821463542336605,-0.0193110374985937,0.0309151121402563,-0.0358362246948401,-0.0079761793210521,-0.017240151830845,-0.00900607468345829,-0.0345786853535193,-0.0116677438505595,-1.8724384764403e-05,0.018520202591438,0.0428963721316163,-0.0198874850944532,0.0513995650891122,-0.0546007644635352,0.0207006457357018,-0.0688072374077222,-0.0415962310357731,0.00144043365701933,-0.0228623808720194,-0.0232505928645361,-0.0265922200673901,-0.034138718496785,-0.0232607931909968,-0.0127031032885659,-0.0334455374213362,-0.00984168938495324,0.0206224967131769
Ly6c1,0.00228913612158713,0.00220701733828086,0.0113515871826487,0.0063947105552621,0.0116913895739342,0.00524739612887549,-0.00484343694058538,0.00401787120489136,-0.000660147498279295,-0.0191287791162913,-0.00663780999159586,0.0017281360314081,0.0164725142749687,-0.0308133447014188,-0.00720554011992795,0.00206586046092979,0.00988236599338788,0.00718160857727118,-0.000697916001993256,0.00654728690076585,-0.010528097224527,0.0013765225526179,-0.0289456312247039,0.0210318848084469,-0.0180418303835303,0.0318870056766968,-0.0107150205024673,0.0116021097889068,0.0332758933015966,-0.00149539938443512,0.0167039932632391,0.010564243396246,0.00531910626239165,0.0044577588813352,0.0110614349110925,-0.0131530575870694,0.0239492127057029,0.00846538966767005,-0.0162048560144103,0.00912433654452768,-0.00863410339578717,0.0282849063794822,0.0166599643658365,0.0212921256799903,-0.0128420372599935,0.0228767352289067,0.0247622638617713,-0.0122102645187874,-0.0113164367144237,-0.00398406554340331
Matn2,0.0693194610037645,0.0524888026977339,-0.00831593490413054,0.00859782686897172,0.0223375964549345,0.00614758235535611,0.00106985551273404,-0.0170641297939037,-0.00524178726739981,0.0429993231269747,-0.0420235159806803,-0.0032771155672106,-0.00396214278443414,0.00491810680981469,-0.0160205604109726,0.0296218201269316,0.00950454311343888,0.00641822728354314,0.00939237977725658,-0.0101628938331407,-0.00703672674249122,0.0281145369924919,-0.00552823307508596,-0.0202354023185531,-0.0144368850732732,-0.0140384236044118,0.00605144868035801,0.0155126939480652,-0.00803374304079202,0.00336118403676388,-0.0110475579369629,-0.000204205727731123,0.0047075155689217,-0.00577573930692525,0.010734948406331,0.00689849682855992,-0.0170190355595521,-0.00610153249868972,0.0112348889054528,-0.0149270452591668,-0.000594824210412457,-0.0197440209384808,0.0123643063319129,-0.0108522061985287,-0.00219201450410471,0.000442991356216399,0.0212076449483051,-0.00463130522662957,0.0199140500887289,0.0133103346532026
Serpine1,0.0157021440588672,0.0116469733597451,0.0350833581564851,-0.00400611042552381,0.0288377873441368,0.0082141132706723,-0.0158713910600243,-0.00106383458487607,0.0177268546552285,0.0116862983038922,-0.00697452069971343,0.0125779847511531,0.0393882207781982,-0.0372647154816599,0.0274424125227716,0.0195288923633116,0.0111063208634045,-0.0303809960389896,-0.035533730024341,0.0188298795713195,-0.0128949353371923,-0.00369228840033097,-0.0383203253606427,-0.00261254969784465,0.0452250603782618,-0.0388474376082299,-0.0158116503983639,0.0225085843169356,-0.00966998244702209,0.0150375584482538,0.00534111043172338,-0.0100926669692729,0.0140318466251544,-0.0266700632117543,0.0341486742188923,0.00739374325209962,-0.0218414699347301,0.0213453622275909,0.0383411735488874,0.013693383386643,-0.0151364974876633,0.00628390917657185,-0.00145554090811121,0.0182992465180733,-0.019674384249354,0.0358466206804318,-0.0265483753681246,-0.0423744714111061,0.0268894200147815,-0.0202914252371522
Itm2a,0.057627916181932,0.0452820756153989,-0.0217522064344155,-0.014995111446055,0.00736419554802402,0.00718946430459727,-0.0211082815880868,-0.0406100840045834,0.0214868501238966,0.0505079747139976,-0.0149348344825823,-0.0121022115122089,0.00875620706360894,0.0170179316558825,-0.037752633084746,-0.01360977521012,0.000800832636305182,0.0337507742612476,0.0291300607420228,-0.0406253559168009,-0.0328630128260706,0.0373100710773643,-0.0411851508223721,-0.0341651617182349,-0.0109298315373536,-0.0114458761721497,0.00135562953010868,0.011423143691742,0.00292690483620342,0.0100623677008675,-0.0177194258989677,-0.00845168721597401,-0.0217621422029428,-0.0363797902217846,-0.0243832173999458,-0.00150986732476194,-0.017391114565475,0.00173368704551959,-0.0352425296692918,0.0196327643286649,0.0327513879721406,0.0189116068997923,0.00335531293683541,0.0190894779403649,0.0130222419265791,0.00564807052343944,0.00382899539549167,-0.00541569475448356,0.0207543174800966,-0.0192323693967241
Ifit3b,0.0266037887089874,0.000382331331376817,-0.0361496009841529,0.0169068187740579,-0.0115713375298451,0.0213268549096476,0.0434127893791256,-0.0189986237733828,0.0223008324449639,-0.0803713957457578,0.0440796409790351,-0.148163971685725,0.0464204653911544,-0.0163548612424792,-0.036363065589248,0.0501109185712663,-0.00903462746885731,-0.00676939827377785,0.0287188085943212,0.0301815337352616,-0.0138086655598484,0.00647728047376741,0.00947403908537343,0.0269404028336264,0.0868874455890632,-0.0285875780938572,0.0164354153417586,0.00126738025693357,-0.0878933279108847,-0.00879402462803301,-0.0309306959394194,-0.0115665671953473,-0.0378217980472655,0.0145546356775656,0.0298220588001595,-0.0214533734820053,-0.0437753481808483,-0.0118260070428283,0.0297584124945744,-0.0188578165465463,0.00714502050173692,-0.048999242427405,-0.0389397712933538,-0.0169109838259145,-0.00244605450278941,-0.0270995196032256,-0.0108775733544468,0.00408885029799289,0.00315441211488895,0.00401158341078657
Lyz2,0.000524447599986135,0.00490456451074536,-0.00339465153349897,0.00435333198471708,0.000286575560704104,0.00475235326256083,-0.00766056318243447,0.0231031873388656,0.00053737082669886,-0.0158957822220346,0.0131797548371611,0.0152629026591148,0.0017798069937052,0.0106432559276636,-0.00378138463263666,-0.0350964728775535,0.0243890221924071,0.019241811366797,-0.0314561267291109,0.00784180361701694,0.00507448775503498,0.00377906921091747,0.00223210095481551,0.0158862058021683,0.000188852487218774,0.029409642329651,-0.0134646866729722,-0.0229778114532279,-0.00872438139061081,0.0216911723124069,-0.070809279957531,-0.036840026442976,-0.0437686399575963,-0.0385266778897313,0.0521409706795945,0.0289632611027991,0.00651470637588166,0.02358587624348,-0.0108270720871543,-0.00580673561124585,0.0242952487477736,0.0212094597044393,0.0170390657302184,-0.0233916865206889,-0.0200528849120693,-0.0439843459003691,0.00244852639704735,0.0174020981615426,-0.0359711484453748,-0.0237233100919487
C130073E24Rik,-0.00890071704866337,0.00280005522168266,0.00153680172309826,-0.00818499199050596,-0.00466046938797967,0.00483602472895785,0.011617604471826,0.0404414255106797,0.0176578490288991,0.0268470418319524,-0.0167368771434944,-0.0233918371355575,0.0162852572791357,0.00222635043947305,6.91830651089409e-05,0.0103381603624889,-0.0831915716236314,0.0575205733344148,-0.0496552948950966,0.00896916083699529,-0.033151377160907,-0.0133083561364458,-0.0133164597694423,-0.00601777831714615,-0.000316453806131841,-0.0213869491268432,0.0509241991974963,0.00830472586398424,0.0280073486929251,-0.0295006621000094,-0.0375737298489835,0.0127398912249625,-0.00406383848006432,0.0170018336894925,0.0594847789456525,0.0557543111607592,0.0994190949714518,0.000111802808953633,-0.0387983512168216,-0.0451635442783829,0.0191132732625942,0.00197755986291553,-0.0665131271119569,0.0504972374906083,0.0134711069345719,0.0300007497169977,-0.0694514983916634,0.0730387342754362,0.0200846791451244,-0.00629117363358173
Id3,0.0479595201695262,0.00661108182702573,0.0188449017870877,-0.00869801225654471,0.00202402549974203,-0.0286079775517715,0.0190668262739751,-0.0672298504967351,-0.000393982410382618,0.0155648018129817,-0.0462551479833109,-0.0217716997172568,0.0341820967707495,0.04502216268637,-0.0358251878347356,-0.0632885745016795,-0.0258840766318644,0.0206347449439828,-0.00499375804808544,-0.0544697112369783,0.0562824824319257,0.0135166705022438,-0.0529555768877959,0.0258054683178058,0.0109843876642044,-0.00147204733025397,-0.00240504299707601,0.0207871689818681,0.0380939992279318,-0.0518556288115438,-0.0203055923509189,0.000348487956884999,-0.00613447158532021,0.0632175318842536,-0.00684407884426463,-0.011288900261065,-0.0346210966309944,0.0141141820377119,0.00793632424804898,-0.0392015157292757,-0.00444700219937141,0.031345980885149,0.0260440517080194,-0.0154805658249366,0.0116462510643975,0.0196529024222605,-0.0474138603493178,-0.0435525449198665,-0.019043184971219,-0.0190509583532669
Ecm1,0.0103409655469674,0.0095051228470346,0.0313490779685374,-0.00404797758694815,0.0265697022517258,0.000493647173385894,-0.0135723581627773,0.0170684769673544,0.00316782294425975,-0.0150804999063772,0.00679472640372563,0.0232080055123751,0.0709189102153909,-0.0229793927262588,-0.0209887221893565,0.00423981850097027,0.00487756440547887,-0.0176017771094739,-0.0201097579920631,0.00740980202780375,-0.0153795116163669,0.0145519624983081,0.0130510166737659,0.0238151078584259,0.0174636164160343,-0.0373649621066618,-0.014417753804509,0.0373698912745734,0.0196514861953899,-0.0118489650278543,-0.00526711845275843,0.00760663384410521,-0.0326091003391007,-0.0019637065054204,0.018579728781449,-0.0175473276666923,0.00955245716512631,-0.0198066155557047,0.0136685604954523,0.00586636667566261,0.0208971238180357,-0.0144641382112813,0.0246149138814792,0.016320866852273,-0.00438682352839652,-0.0302366797757922,0.0495618099857844,-0.00045641448697129,0.0462269709349746,0.0116260965125423
Col6a2,0.0262394229926683,0.0203356294433598,0.0724076479603755,-0.0173825983230698,0.0467223721486613,-0.0093302888687525,-0.0228216554836647,0.0372927353662525,0.0190925665148318,-0.0140484699502263,0.040942063652138,0.0483484081981272,0.0783772256783242,-0.0123747824787091,0.0138859079315505,0.0510531473123604,-0.00104163628694456,-0.0256746547768631,0.0348779299279191,0.0202041455342625,-0.00805134842346553,-0.0120707786492249,-0.00129557113264464,-0.00584919753920559,0.0287975474996016,-0.0648257179355804,-0.00879587709486487,0.0211691199977438,-0.00150908633560049,0.0105897993067624,0.0112636306752811,0.00864538497952797,0.00350349988082822,-0.0341317129514627,0.0353496730767879,0.0360660623455682,-0.00536466903136868,0.0188925177348665,0.0157912213117843,0.0276390106596818,0.0040644842972771,-0.0372544340300828,-0.00910470273502179,-0.0334083867291332,-0.0411094600042134,0.0173680437790207,-0.0361709790381993,-0.00482564425791876,0.0321680521040289,-0.0138904504882408
Ndnf,0.0340535667902337,0.0252320386547385,0.0419631540058717,0.00595817560423118,0.0654102497984415,0.0823772410056787,-0.0691432338277084,0.00208072889096535,0.0301797923842609,0.028121110576607,-0.000868399814596163,-0.0271520129820739,-0.01459291790149,0.0212829923150327,0.0146888179902986,0.000636066496253124,-0.0433214113195679,-0.0770811986840479,0.0156616560016509,-0.0111369973512907,0.00936112204628099,-0.0667467821069212,0.061537137511352,-0.0116825871401209,-0.0253576292719487,0.0082859339802398,0.0242181248052741,0.0181413210822485,-0.00195757940429307,0.0113125020995383,0.0102843983150636,-0.0107012643206778,-0.00534517100909264,-0.048152945953041,0.000544134347599899,0.0113070496717096,-0.00332436172480663,0.00423138461044743,0.00419010299523579,-0.0184588823394298,-0.0404017682714215,0.041914779427924,0.00467120377922361,-0.0147655752737334,0.0193296342683979,-0.000802515571279361,-0.0146459153437322,0.0424413789188691,-0.00416362815700555,0.0126618683302991
S100a6,0.0567515281103896,0.00706065810658657,-0.0196030418164014,-0.023987945438094,0.0308574407186164,0.0313235516092074,-0.0249203649615205,0.0199693095106392,0.00252722661342016,-0.00988901088649419,0.0592038769114937,-0.00494193914882972,0.0231102536391645,-0.00589279233504196,-0.0785893848641246,0.0314000644595841,0.0219892480549859,-0.016855970147017,-0.0166578584844204,0.0722977480581838,-0.0110501700525203,-0.0151695304714982,-0.0199621257696507,-0.0490477654091353,-0.0109209045612655,0.0109416016703818,-0.0223786897385412,-0.00408111216899522,0.0339869872525831,-0.0138734067573269,-0.0347661763781393,-0.00441966233463878,0.0650694986046847,0.0243066631380958,0.00039257219265171,-0.0361365105963698,0.00289988111491345,-0.0129455499676713,-0.00884943486129129,-0.0102985487716922,-0.0381348905389327,-0.0333678518969448,-0.020424938618833,-0.0123648608625021,-0.0325774367315817,-0.0405763597059544,0.0139149137289762,0.0108234231820402,-0.0129322074120074,0.0234469379781448
Mog,-0.00202734385034507,0.00128121243793925,-0.0325325080488859,-0.0183439009810196,0.0531795865395654,-0.0257998367818427,-0.00014513427332168,0.0047701243455284,-0.0268816096956184,-0.0114335794538688,0.00497642351029799,-0.0131890227756213,-0.0167789643584866,-0.057458673319741,-0.0320022664959476,-0.0244402047177935,-0.00328220055955827,0.00688394922554723,0.00238435380219298,0.00569534203078804,0.0110075859138281,-0.0301425472848789,-0.0110367489743044,-0.0188711221688601,0.0117470072243806,-0.00407872280551581,-0.00874055703672556,0.0139832520049564,-0.020271104292753,0.0387453629381744,0.0300976862974935,0.00757164501159421,-0.0132102787423338,-0.00524351544071549,-0.0152465904645418,0.0435911259712926,0.00790777342820812,-0.026531596765125,-0.0176407595981388,0.00481628568400277,0.0207038423981009,0.0019224273069999,-0.0558088566510747,-0.00802201203451386,0.00943813048320059,-0.00734068870267391,0.0375059481323572,-0.0338651793101723,-0.0171938489191208,0.00324310399704034
Alas2,-0.000190966022903275,-0.000151303408847044,3.26575175240592e-05,0.00046250930068222,-0.000251573786674921,-0.00146564934972574,-0.00174359723411636,0.00293374417178164,0.00188203061993969,-0.00248561136710668,-0.00425352817541404,0.000205761958970587,-0.00106282173568301,0.000274634171408578,-0.00216613986793591,-0.00178226659827299,0.00378866304743155,-0.00265349280834958,0.00132937693374378,-0.000684647988842483,4.06983076267991e-05,-0.00190422855541405,-0.00115904962076322,0.00111088303062896,0.000562901230796736,0.00208719586521767,0.000228521301162965,0.000295646361237072,8.03269465488259e-05,0.000339396322532256,0.000836617160608922,-0.00118172641220677,-0.000746070190247485,-0.00315235100658612,0.000363086271762974,-0.00131895447019013,0.000958034604576445,-0.00246230075412578,0.0020160390856806,-0.000392914056791982,-0.00413861800879261,-0.00152064732486618,-0.00420032006903549,-0.00118999703599588,0.00131888535717193,-0.0001450922054519,0.000186343818428224,-0.00323726671382412,0.00172173978597792,-0.00016101419148743
Wif1,0.000900957377233573,-0.00620283548762169,0.0154427573665842,-0.0263491953619549,-0.0152055765242285,-0.00947017395061042,0.00157255207866874,-0.0030695889292876,-0.00231563232526197,-0.00117951175875681,0.0165007367345744,-0.00969532532428292,0.00949434076628349,-0.00589026696200567,-0.0113835568579221,-0.00342046784776587,-0.00906185182946365,0.0348045749587144,0.00243190669412974,-0.00265022485679649,0.0464396158205296,0.00847811020115074,-0.00814736633455907,0.00354152215150006,-0.0267777831041423,0.0331212912144416,0.0276268111304466,0.0154457534206386,-0.00711452864166884,0.0247293264243788,-8.74006536939685e-05,-0.00959512575748581,-0.0227950057701934,0.00207607601293586,-0.00807181567842583,-0.0592046204536553,0.0342342708503441,-0.00249682768343174,0.0251974961207608,-0.00156943359456694,0.018980648981534,0.04577396677067,0.024519399035306,0.0188558196118688,0.0344440415080892,-0.0113075416900612,-0.0162612282815899,0.012010409414166,0.00310032318036465,0.013160728223622
Col6a1,0.0327069789014958,0.0231395681825461,0.0840126768528448,-0.0186209898361114,0.0556791958649231,8.56136439594463e-05,-0.0278789687965383,0.0323181256590087,0.0221783826701848,-0.00677441982872141,0.0315818710044581,0.0321288333554704,0.056869645147755,-0.00403053802258204,0.0327001081412076,0.0413556293298229,0.0138648506563269,-0.00656845992230032,0.0233316086244438,0.00975903357060015,0.000528163139384776,-0.00795960270318699,-0.00654502692791437,0.0033070031600129,0.0248456323050934,-0.0518537333647886,-0.00852114844044078,0.0151452309490447,0.00354116707136629,-0.0106293970924069,0.0179560016665621,0.00869513378751595,0.000300165082286843,-0.0409740284906396,-0.00140688553181302,0.0434485004724106,0.0045297968979969,0.022437988232277,-0.00211746072884486,0.0130577878799601,-0.00350753636023736,-0.0515275705782092,-0.0179381033408498,-0.0414597968367915,-0.0434486895787785,0.0180595970084419,-0.0418524739160958,-0.00857743117597633,0.0252540074595228,-0.0202684910873794
